measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Percent,2013,0.005837233354395547,0.006857925852742515,0.005462461511604829
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Number,2013,588529.5929913505,628594.0420174496,551079.6782768893
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Percent,2013,0.04963273850762497,0.05262387399533432,0.0465987961868759
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Number,2013,93017.75894073,117199.65120457321,76287.10814210765
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Percent,2013,0.00784637319936229,0.009850520174478088,0.006415114961134523
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Number,2013,46889.58062431673,49888.787651294515,44913.2399065255
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Percent,2013,0.013218826579270182,0.014086959751774087,0.012604219076225118
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Number,2015,253346.1564230896,279035.21199541085,231100.8620938901
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Percent,2015,0.01541267143276761,0.01689546532452274,0.014202901012725753
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Number,2015,72743.89135616577,78758.95582706154,67267.74660814124
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Percent,2015,0.004428402773963967,0.0049046010274225805,0.003968925896660046
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Number,2013,11991.448588062944,17348.46553116943,10119.116295379054
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Percent,2013,0.005782820330557983,0.008179326829528082,0.004992032680801295
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Number,2013,4893.770376381131,5884.012866341453,4126.71381048788
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Percent,2013,0.0023637202255340274,0.002882533844288435,0.0019616155179236327
Deaths,Europe & Central Asia - WB,Both,All ages,Tuberculosis,Number,2002,59103.498461035946,60217.34993433859,57885.272354168104
Deaths,Europe & Central Asia - WB,Both,All ages,Tuberculosis,Percent,2002,0.00632568317751981,0.00643816278966837,0.0062092057250893815
Deaths,Europe & Central Asia - WB,Both,All ages,HIV/AIDS,Number,2002,23657.86200399657,23718.9119772261,23610.353383208316
Deaths,Europe & Central Asia - WB,Both,All ages,HIV/AIDS,Percent,2002,0.0025320556720850587,0.0025440301394636985,0.002519680879795346
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Number,2013,429441.86887055717,490299.95689017064,363752.4093328963
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Percent,2013,0.05127021658948838,0.05696180019384558,0.0431749388900946
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Number,2014,258842.71125667568,282136.21069144487,235330.10074368631
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Percent,2014,0.015953789044934125,0.017181126317601155,0.014788772991943158
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Number,2014,70191.07147124788,77172.8753173643,64579.96918057786
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Percent,2014,0.004328964236927067,0.004832585528156097,0.0038713081328138957
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Number,2015,20273.37211059388,24057.969588114498,18816.889040674643
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Percent,2015,0.00549160096191634,0.006463805645442171,0.005133065886340863
Deaths,Global,Both,All ages,Tuberculosis,Number,2020,1177979.4663522616,1314556.4320801408,1078542.4848567585
Deaths,Global,Both,All ages,Tuberculosis,Percent,2020,0.018660780881023655,0.02057273165120734,0.017269471678282026
Deaths,Global,Both,All ages,HIV/AIDS,Number,2020,754751.8778788262,836105.2571680136,702068.5713012933
Deaths,Global,Both,All ages,HIV/AIDS,Percent,2020,0.011961324341107934,0.013250120283726628,0.011016438603900672
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Number,2015,46166.13490611937,48760.29847910772,44429.35891308199
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Percent,2015,0.012507186844388578,0.0132374604348488,0.011996802724425944
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Number,2015,555276.3025800154,599407.3691305208,512084.67618177325
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Percent,2015,0.046373517419498037,0.049688881608267094,0.04317479488780171
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Number,2015,79159.98214847846,101107.88633724464,63770.600639916374
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Percent,2015,0.006612799033465672,0.008573819882927361,0.005281245441983214
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Number,2015,652867.6541479357,757987.5143736835,585665.8379684689
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Percent,2015,0.07874825760983516,0.09186358331140991,0.06926195887483494
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Number,2014,20379.010744693318,24099.322879488653,18899.39928559759
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Percent,2014,0.005647706568301657,0.006650736482525439,0.005280395822822142
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Number,2015,418722.29346626427,481281.32123173255,353121.0230235088
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Percent,2015,0.05044026796330818,0.055669029419073396,0.04306900972441236
Deaths,Europe & Central Asia - WB,Both,All ages,Tuberculosis,Number,2020,18247.435948377588,19173.05015487862,17327.039846763844
Deaths,Europe & Central Asia - WB,Both,All ages,Tuberculosis,Percent,2020,0.0017515481576463115,0.0018269903781488546,0.0016727007108475762
Deaths,Europe & Central Asia - WB,Both,All ages,HIV/AIDS,Number,2020,33358.52763240031,33429.998210031365,33292.39672655238
Deaths,Europe & Central Asia - WB,Both,All ages,HIV/AIDS,Percent,2020,0.0032023398684457405,0.0032431828298866427,0.003160932318512017
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Number,2014,46669.88501551513,49449.63029324083,44852.1162732019
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Percent,2014,0.01293576768516697,0.013705994773517171,0.012381723642194913
Deaths,North America,Both,All ages,Tuberculosis,Number,2015,783.1837815711208,823.8971218040492,712.5877200309791
Deaths,North America,Both,All ages,Tuberculosis,Percent,2015,0.00026604059862696104,0.00027990865106566914,0.00024195197560559413
Deaths,North America,Both,All ages,HIV/AIDS,Number,2015,7666.502207691742,7667.94967295583,7665.165208445207
Deaths,North America,Both,All ages,HIV/AIDS,Percent,2015,0.0026042457561962625,0.0026087293531829848,0.0025995463667771493
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Number,2014,686648.7666361746,797063.429423448,615085.6610196397
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Percent,2014,0.08230036616071865,0.095968793588468,0.07267876580329813
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Number,2017,243724.13596432653,270856.20915556373,222596.8157757796
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Percent,2017,0.014250123208266983,0.01563924475157103,0.012955955379971663
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Number,2017,74925.08766698264,78337.86460062758,71710.54176683519
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Percent,2017,0.0043847335124454385,0.004761296031752139,0.003985076452121074
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Number,2015,11643.605435103143,16767.103601039653,9673.233133751139
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Percent,2015,0.005306517919185739,0.007462766258364172,0.0045248751555048245
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Number,2015,4975.480877828871,5851.687134994208,4289.652714646957
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Percent,2015,0.002271096182488256,0.0027208406069022385,0.0019339551477577978
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Number,2017,601544.4110333397,693706.4962243226,537236.8263336088
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Percent,2017,0.07365483267681697,0.08573614511732873,0.06460265665759238
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Number,2017,20209.048306921693,23864.78868488892,18792.771250883092
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Percent,2017,0.005228498282257184,0.0061171018795687804,0.004886019530895501
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Number,2017,545407.6633962017,602906.8822628725,494468.4132478317
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Percent,2017,0.04487715335511721,0.04959893788810483,0.04106625503768549
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Number,2017,71597.94137260011,94560.50609285732,57176.79464628269
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Percent,2017,0.005893849766394778,0.007886749186106757,0.004695063818083297
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Number,2017,44145.75358578046,46345.44034553112,42673.168786450195
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Percent,2017,0.011423237359564313,0.012065247642874465,0.010990013585752901
Deaths,North America,Both,All ages,Tuberculosis,Number,2017,848.7114324493549,893.0466171874508,770.8184758684723
Deaths,North America,Both,All ages,Tuberculosis,Percent,2017,0.0002758360938363432,0.00029001327212745755,0.00025059015509872176
Deaths,North America,Both,All ages,HIV/AIDS,Number,2017,6958.904145944926,6960.069002550396,6957.618894676855
Deaths,North America,Both,All ages,HIV/AIDS,Percent,2017,0.0022616903030889548,0.0022654915001753782,0.002258129753131612
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Number,2017,10994.768897657565,15708.75247133057,9010.443952546384
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Percent,2017,0.0049535366032764,0.006950410111018809,0.004207372990294721
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Number,2017,4729.632641847485,5540.884797730354,4097.905138266809
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Percent,2017,0.0021343066797825426,0.00253176219335821,0.0018256418517824324
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Number,2016,248988.96001625917,274802.54935740103,226380.64101487192
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Percent,2016,0.014810743804750323,0.016150032289195232,0.013610692067477417
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Number,2016,73712.02224638213,77501.96138069624,69925.47505161434
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Percent,2016,0.0043886578237478605,0.004806375486372186,0.004004671959493079
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Number,2017,401383.7463120885,460460.5237861757,338760.52975014714
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Percent,2017,0.04906368529556781,0.05438970173160858,0.04210931521297824
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Number,2016,20205.664512999832,23916.209894527987,18790.899694747794
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Percent,2016,0.0052822496484965205,0.006203605638225647,0.004938250004139268
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Number,2016,625803.8613846494,724933.7103981064,560444.5073097891
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Percent,2016,0.07587375195533624,0.08807968711123743,0.06650648015360297
Deaths,North America,Both,All ages,Tuberculosis,Number,2016,813.3793125866832,856.4038446097536,739.6812643504658
Deaths,North America,Both,All ages,Tuberculosis,Percent,2016,0.0002693708867772033,0.00028363692614633137,0.000244994064624647
Deaths,North America,Both,All ages,HIV/AIDS,Number,2016,7374.46699014756,7375.792265545446,7373.172862817922
Deaths,North America,Both,All ages,HIV/AIDS,Percent,2016,0.002442235076433932,0.0024464961646610767,0.0024378221086284895
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Number,2016,45597.14845788767,47982.93168621158,43995.24724928932
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Percent,2016,0.011921889118925545,0.01260976188046415,0.01145059183035615
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Number,2016,11334.989921894397,16194.704231993948,9354.120160348413
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Percent,2016,0.00513468232668798,0.007216451001153016,0.004390971019020123
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Number,2016,4770.137393882654,5577.426852801965,4128.820000462201
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Percent,2016,0.0021641686413074413,0.0025702098158453595,0.0018637907581002713
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Number,2018,238159.73350749013,265683.53710173286,215796.97957515667
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Percent,2018,0.013666500730039922,0.01533078302402507,0.01228494497607522
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Number,2018,74326.44535655984,78930.49349786271,69654.37969015833
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Percent,2018,0.004268422644002359,0.004690630884909612,0.0038115865189299594
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Number,2016,411253.77766703634,469575.20897368604,347437.2553414473
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Percent,2016,0.04978724071202566,0.054788188113132824,0.04252869738022086
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Number,2018,582094.0994432867,671141.0597161924,518894.27504268795
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Percent,2018,0.07184918108521428,0.08423360839823371,0.06285423663415202
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Number,2016,547415.9894198648,601875.0462046699,499793.89189647185
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Percent,2016,0.045707365956581494,0.04940594254842765,0.04205775784905899
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Number,2016,76602.3138911615,100512.66733785714,61454.97471173743
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Percent,2016,0.006399339530425218,0.008351813588295575,0.005098881982187592
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Number,2018,20335.59176922292,23792.689956140228,18890.69294698667
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Percent,2018,0.0051730783634569896,0.006000424117648509,0.00483316354344216
Deaths,North America,Both,All ages,Tuberculosis,Number,2018,889.2592205726336,934.6110711510547,808.9604958914762
Deaths,North America,Both,All ages,Tuberculosis,Percent,2018,0.00028635789714415524,0.0003008685677107164,0.00026039345662872516
Deaths,North America,Both,All ages,HIV/AIDS,Number,2018,6698.779028295574,6699.899895615913,6697.414465374392
Deaths,North America,Both,All ages,HIV/AIDS,Percent,2018,0.002157135736378044,0.0021611314455125077,0.002153404266203141
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Number,2018,43221.35715026711,45449.854504451745,41648.525480938486
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Percent,2018,0.010997753323598905,0.011664811549712202,0.010530514152813841
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Number,2018,10766.404282233008,15356.13003351094,8786.048740634096
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Percent,2018,0.004846501501675353,0.006768869969331214,0.004073847461657182
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Number,2018,4624.264569906011,5418.477493691498,4005.773713865897
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Percent,2018,0.0020850913457494853,0.002464349290312037,0.0017763793062198115
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Number,2019,233985.31538423162,267364.1172207489,209026.5199703486
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Percent,2019,0.013121402082844376,0.014966539012693859,0.01168278749138589
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Number,2019,72963.99998149564,79002.38309149297,66785.19050702284
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Percent,2019,0.004095979175092045,0.004561563432600609,0.0036059470559895532
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Number,2018,392209.931774271,450219.4678389059,330764.49746872985
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Percent,2018,0.04831646229874379,0.05392030998103096,0.04136360943826718
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Number,2002,482920.3837211801,574656.3998592409,408480.0268941003
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Percent,2002,0.05342868207878566,0.06197005449063056,0.045468565094363755
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Number,2018,541677.7142752435,606499.116520289,486798.997180871
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Percent,2018,0.044035553049843,0.04918526186870593,0.040132346641675254
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Number,2018,66469.89916451692,89678.42038409384,52918.99680552893
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Percent,2018,0.005403964931697056,0.007285333913427222,0.004316055989276377
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Number,2002,14017.555096796335,20932.847386762427,11922.405086006545
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Percent,2002,0.008267700938833167,0.012218399176651558,0.007240198816775029
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Number,2002,2593.138253656337,3279.027112084684,2034.7837568870737
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Percent,2002,0.001531489193918925,0.0019413136133516592,0.0011860684408848536
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Number,2019,20503.06942858193,23909.544060984535,18875.178278262243
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Percent,2019,0.005099417656702495,0.0058895209902212,0.004765762495806674
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Number,2019,564734.7439361156,647559.5726998907,505218.2179432653
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Percent,2019,0.07004872165717349,0.08170799027167286,0.06173088008782881
Deaths,North America,Both,All ages,Tuberculosis,Number,2002,1258.3798290605546,1312.3376058489525,1163.1386063072484
Deaths,North America,Both,All ages,Tuberculosis,Percent,2002,0.00047439834535390553,0.0004944656404954914,0.0004383995429777264
Deaths,North America,Both,All ages,HIV/AIDS,Number,2002,15950.74705405324,15958.594780170923,15943.423209475295
Deaths,North America,Both,All ages,HIV/AIDS,Percent,2002,0.006013296701949082,0.006024154692028803,0.0060025688776821
Deaths,North America,Both,All ages,Tuberculosis,Number,2019,911.1245354943273,959.053414638643,829.8506806559928
Deaths,North America,Both,All ages,Tuberculosis,Percent,2019,0.00029043160995176055,0.00030558566448800253,0.0002643279168177447
Deaths,North America,Both,All ages,HIV/AIDS,Number,2019,6391.5637602646875,6392.936105421243,6390.135995310287
Deaths,North America,Both,All ages,HIV/AIDS,Percent,2019,0.0020373872298411195,0.002041394022281059,0.002033118500231677
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Number,2002,742763.3972089041,805998.4124087124,675208.315529594
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Percent,2002,0.06870094309426689,0.07428746082102879,0.06305337848495365
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Number,2002,107806.02174257708,149160.4283258706,74993.97464812957
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Percent,2002,0.009974561369247983,0.013890328429001316,0.006952083117775159
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Number,2019,42661.84611275179,44899.58999984665,41072.410429543794
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Percent,2019,0.010614716674866898,0.011274978410269823,0.010099437977267391
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Number,2019,528856.9125981583,609123.1472994175,473365.98584586993
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Percent,2019,0.04268711746213131,0.04864458959212075,0.03850858811906225
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Number,2019,60721.925517654694,83531.79787937985,47454.01160633774
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Percent,2019,0.004902387493541944,0.006690245332494096,0.003878856977650813
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Number,2019,383893.08164683497,443524.99930521776,322846.4797936113
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Percent,2019,0.04751937881127455,0.0536022019225739,0.040351711582978685
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Number,2002,369723.96155041154,404564.2347417037,335116.5754244223
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Percent,2002,0.025392799088999284,0.027496211759525827,0.022755616463205865
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Number,2002,60826.881473992005,66220.49027066423,55152.058371853214
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Percent,2002,0.004178708736824418,0.00457009533168946,0.00380394292500938
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Number,2019,10596.957539679928,14848.836917150078,8527.875757708793
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Percent,2019,0.004721602044092033,0.0065048664340281856,0.003940763510151868
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Number,2019,4528.433138540374,5250.254758352553,3916.5915430089494
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Percent,2019,0.002021322401184788,0.002369065235967131,0.0017190561846943749
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Number,2002,1260922.3023237549,1529082.7885053447,1009930.676036068
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Percent,2002,0.13938533243711798,0.1675491378942052,0.1136462264419733
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Number,2020,544720.3228549606,616225.5062418641,495785.334263045
Deaths,Sub-Saharan Africa - WB,Both,All ages,HIV/AIDS,Percent,2020,0.061064549257117004,0.0704609195479854,0.05402021227153969
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Number,2002,26654.923853284992,30555.230299673054,25062.71273411205
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Percent,2002,0.009030340328150827,0.010337615500620633,0.008573366328196013
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Number,2020,230651.7806879379,265154.91405524814,206561.8676322499
Deaths,East Asia & Pacific - WB,Both,All ages,Tuberculosis,Percent,2020,0.01254736774778798,0.014369871737131104,0.011309279293268797
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Number,2020,70926.63164741582,79370.12190363777,63263.415236154084
Deaths,East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Percent,2020,0.00386297715950533,0.004449714953300369,0.0033074504807019296
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Number,2002,52033.40765543205,57278.236562711776,47445.7678192418
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Percent,2002,0.017629695798940883,0.019409643176754542,0.016139117652270867
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Number,2020,10482.10983480298,14477.249050287706,8301.296049146995
Deaths,Middle East & North Africa - WB,Both,All ages,Tuberculosis,Percent,2020,0.003984336238911463,0.005456268674930305,0.003277987098973621
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Number,2020,4408.436261805569,5089.988359859917,3797.897179837412
Deaths,Middle East & North Africa - WB,Both,All ages,HIV/AIDS,Percent,2020,0.0016792624583586834,0.001983076427401319,0.001426706405025896
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Number,2020,20017.95078592148,23459.551777371875,18188.20745270061
Deaths,Latin America & Caribbean - WB,Both,All ages,Tuberculosis,Percent,2020,0.004020635838066022,0.004680759317846176,0.0036992347662345194
Deaths,North America,Both,All ages,Tuberculosis,Number,2020,891.1304196871348,938.9321332065523,810.4249492635046
Deaths,North America,Both,All ages,Tuberculosis,Percent,2020,0.00024273957022482258,0.00025571388402137934,0.00022067436754831562
Deaths,North America,Both,All ages,HIV/AIDS,Number,2020,6590.1166789206445,6591.715010619002,6588.508950275223
Deaths,North America,Both,All ages,HIV/AIDS,Percent,2020,0.0017951183571924278,0.0017987887456688205,0.0017916469078621752
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Number,2020,41628.15197164345,43468.67385582783,40236.32360705087
Deaths,Latin America & Caribbean - WB,Both,All ages,HIV/AIDS,Percent,2020,0.008364877217193417,0.00880373947158517,0.007998393390125763
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Number,2020,518451.07377595495,593817.443767587,460036.9792568452
Deaths,South Asia - WB,Both,All ages,Tuberculosis,Percent,2020,0.03703416629234643,0.04218303165687122,0.03333179468864247
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Number,2020,52529.49889798139,74033.082399371,40462.31708872445
Deaths,South Asia - WB,Both,All ages,HIV/AIDS,Percent,2020,0.0037549052302691737,0.005380054292626915,0.0028426151312924827
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Number,2020,378549.0071178263,444054.5804617933,314965.2985325631
Deaths,Sub-Saharan Africa - WB,Both,All ages,Tuberculosis,Percent,2020,0.04234944814782336,0.04834970941474797,0.03646434426382862
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Tuberculosis,Number,2000,77716996.52837078,83846889.14599685,71251389.63883838
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Tuberculosis,Percent,2000,0.029349143655468216,0.0318161555718903,0.0267424231827987
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,HIV/AIDS,Number,2000,78645522.55052893,96700957.90890244,63220200.86320679
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,HIV/AIDS,Percent,2000,0.029698040557090525,0.03681111538148281,0.023779570773405742
DALYs (Disability-Adjusted Life Years),North America,Both,All ages,Tuberculosis,Number,2001,35281.04131089828,37563.45284098556,33065.32385971643
DALYs (Disability-Adjusted Life Years),North America,Both,All ages,Tuberculosis,Percent,2001,0.0003579398657810832,0.00038962866419344584,0.0003272110434165324
DALYs (Disability-Adjusted Life Years),North America,Both,All ages,HIV/AIDS,Number,2001,843128.2152479269,901058.8939965987,796903.4331202307
DALYs (Disability-Adjusted Life Years),North America,Both,All ages,HIV/AIDS,Percent,2001,0.008555057134553514,0.009335469147535497,0.007777320055961965
DALYs (Disability-Adjusted Life Years),East Asia & Pacific - WB,Both,All ages,Tuberculosis,Number,2001,15020965.729301749,16285867.674142929,13845587.522877617
DALYs (Disability-Adjusted Life Years),East Asia & Pacific - WB,Both,All ages,Tuberculosis,Percent,2001,0.023385065698951945,0.025662805425015624,0.021081306196015656
DALYs (Disability-Adjusted Life Years),East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Number,2001,3394106.560357401,3633704.600308944,3170054.402738451
DALYs (Disability-Adjusted Life Years),East Asia & Pacific - WB,Both,All ages,HIV/AIDS,Percent,2001,0.0052868038611974585,0.005922013487349137,0.004799375674422431
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Tuberculosis,Number,2002,75254267.24695686,81408673.92057227,69127854.4455874
